"~id","~labels","destiny","name","icon","id","big_pic","quality","desc"
"405","Light_cones","毁灭","记一位星神的陨落","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/b09189c0e990c26c6caf94e9d6dd35e5_7638206982336402466.png",844,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/109341043/0ded89b7496af270320053abc9c09ec9_1394540168222336303.png","五星","从一道光开始。祂们坠落，陨灭的威胁居高临下。祂们不得不停止自我复制，争先恐后拥抱彼此，试图用繁殖的权利为代价，换取生存的可能。祂们携手，从未如此团结———但命途戛然而止，祂们趋向真正的死亡。"
"412","Light_cones","毁灭","在蓝天下","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/edbad0db7164d3ed5b91cb82f14b49d1_5045667464515306732.png",845,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/190590294/d67388f9843f21083cb3bf9a8bdb2f64_3279240515286845868.png","四星","蓝天下的麦浪阵阵摇荡，少女精心编织着花环，戴在最亲爱的妹妹的额头上。那时的她们还一般高,那时的她们仍那样笑。"
"419","Light_cones","丰饶","此时恰好","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/cebc57824ec7eb94eaf4a6452947ee32_5492151004671579728.png",846,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/896a2fb6f017607b7b978070ee678643_6568596473374129261.png","四星","街道熙攘，他走着，阳光跟着。他停了脚步，挑了纸伞，乘了阴凉——也遮了那一道目光。"
"426","Light_cones","丰饶","等价交换","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/a9d87580313873c772687a036d957ca5_3653850924610670993.png",847,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/f22451e072ebc5e67909865f4ce366d3_426571450703052229.png","四星","在享受完龙女使出一身雷劲的按摩后，狐人少女伸出手，捏了捏她的脸蛋。看着小人儿气鼓鼓地嘟起嘴，她媚然一笑。「等价交换嘛。」"
"433","Light_cones","存护","宇宙市场趋势","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/71383f84afd4c9ae9e8361990759d61e_8674612763222669427.png",848,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/6e769fff537c628e28a66cd3666d25dd_6572504730524862022.png","四星","星球的价值正在被重新计算.....「这个项目是否会说明，追回债务的益处是相互的？」「但我们只需传达一个信息，就是宣告我们的存在。」「它若是要有自己的价值，就得为公司增添价值。」"
"440","Light_cones","存护","我们是地火","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/a3c94615c5c25002ef33ecfcdc6186be_7184778651654550338.png",849,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/7ddcab96a3de607190b140b27fe74200_7685487075537638728.png","四星","她习惯了人们失去家园，也习惯了人们失去生命，但一个人时，哭泣也无用。「系上这条红丝巾，分担彼此痛苦。」「我们是一家人...我们是地火。」当宽阔的手掌抚上她的脑袋，她终于忍不住掉下眼泪。"
"447","Light_cones","虚无","延长记号","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/838b0886fdb11e38b54490d751914e41_2370994718955175697.png",850,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/1737912e78f67592193d5fa40b67a463_5661527409774436856.png","四星","唱片转呀转呀，嘶哑的叫喊被热气浸润。她看似毫无防备，沉醉在迷人的旋律中；先由恳求与期待引入，再是激烈真挚的倾诉，跃过一个又一个高潮...直到唱片停转，嘶哑的叫喊也失了声息。「任务结束。」"
"454","Light_cones","同谐","舞！舞！舞！","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/9c8d4f8da446954874b644635d504f3b_6094276680035098823.png",851,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/181565d7e2c686bd7aaccec8bfc9bb55_8230667590652093472.png","四星","「为什么虎克不能像克拉拉一样跳舞转圈圈呢….」她握紧拳头，嘟囔起嘴，圆乎乎的面颊被毛毡帽烘得红润。「史瓦罗先生，可以帮帮虎克么？」不苟言笑的大机器人，一言不发地伸出机械手。「要、要转晕啦！！可恶...快放我下来！」"
"461","Light_cones","同谐","过往未来","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/01129be5ad37b37856d7a4aaea06c29d_6320351344614159741.png",852,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/af355d969fbe5c92ae12c2bfbd5839be_8118120476975482301.png","四星","手中的纸鸢双翼折断，就如那最珍贵之人的陨落。她跪坐在战火里,眼里满是悲伤。「如果只能被你所救，那我们的牺牲...」炮火染红天际，苍穹依然宏伟。她抬头望向天空，眼里满是愤怒。"
"468","Light_cones","虚无","决心如汗珠般闪耀","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/ca00ba5d7f3617459cd41e61608562bc_7845648197473643507.png",853,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/dafe05672b942e7009fe8315dec8c7b1_6012178700884627874.png","四星","拳台灯光闪耀，却闪耀不过从背脊间滑落的汗珠。他早已决心用自己的双拳守护重要的人们。而给予他决心的，也正是他们一—不管是台上台下，都站在他的背后。"
"475","Light_cones","巡猎","点个关注吧！","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/44d587d770c0f03dd12ca658032ff4c8_6929037495728953851.png",854,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/ac18039651abe3f71ec7a6d06d2b32c6_7944063559556118305.png","四星","「嗨——嗨——！观众老爷们,这里的信号畅通吗？」橙发少女兴奋地喊着，对着镜头笃悠悠举起锤子。「大家一见过少女胸口碎大石吗！」「我当云骑军可不是为了做这种事啊！」褐发少女眼冒金星，橙发少女狡黠一笑。「拜托啦一一这也是助人为乐啊！」"
"482","Light_cones","巡猎","春水初生","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/bcd7b3372f476de893cd6d38a80f3062_4333793480843184090.png",855,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/bebd7fece01ec5225adf9dd4d0fba058_4396136081602162222.png","四星","练剑的少年稍事歇息。阳光烘着他微热的脖颈,缓缓入水，没过脚边时，虽是凉的，但铃铛叮铃，飞鸟啁啾，远方的人们知是春天到了。"
"489","Light_cones","智识","天才们的休憩","https://act-upload.mihoyo.com/sr-wiki/2023/04/22/288909604/8bb693e0234353b7257c10c4fa5ba525_7746589046831229.png",856,"https://act-upload.mihoyo.com/sr-wiki/2023/04/21/190590294/ca3c0943620e4b8f44e33ca6cec98691_7181495111385452663.png","四星","她点了点那碧绿色的团子。「实验结束，该休息了。我不能错过刚出炉的时令点心。」她看到人偶少女皱起眉头沉思。「你先用这具身体看看便好，回头给你捎上一盒。」她看到机械贵族面露难色，端起杯子。「放心吧，那是机油。」"
"496","Light_cones","巡猎","星海巡航","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/a620e0d780a7221f9af3329057008d8d_7467053012403055548.png",870,"https://act-upload.mihoyo.com/sr-wiki/2023/04/22/109341043/dd555a2789f169809da33e04a598170d_1524765041085396726.png","五星","来往于星海之间，祂的速度有如虹霓闪光的一瞬。围追不死孽物，揽寻幻宝解药，寻求解脱之途。祂的航程将犹如永不被打破的誓言般，永无尽头。"
"503","Light_cones","存护","记忆的质料","https://act-upload.mihoyo.com/sr-wiki/2023/04/23/288909604/6c9a00848e84decbbb3fd8f4f67b8b9c_2727185627475096382.png",871,"https://act-upload.mihoyo.com/sr-wiki/2023/04/23/109341043/f75d18458d7be02e21525554fba02f87_5359975166737387017.png","五星","宇宙像一片堆满垃圾的生荒地。偶有琳琅，无人捡拾。祂翻阅往日的罅隙，拣选记忆的种子--新的生命要是萌芽，它的种子须是死的。粉色、蓝色、白色的宝石被带了来，在祂的苗圃中轻盈闪烁，但宇宙依旧寂静如谜。"
